"gene"	"cellType.target"	"mean.target"	"cellType.2nd"	"mean.2nd"	"MeanRatio"	"MeanRatio.rank"	"MeanRatio.anno"	"Cell_type_resolution"
"Klhl9"	"MHb4"	1.07195885686204	"LHb6"	0.898659049500676	1.19284266647919	33	"MHb4/LHb6: 1.193"	"Habenula_neuronal"
"Dfna5"	"MHb4"	1.4878379246614	"MHb3"	1.27313721573711	1.16863909582597	34	"MHb4/MHb3: 1.169"	"Habenula_neuronal"
"Pdcd4"	"MHb4"	1.21166507644701	"LHb3"	1.03775674800274	1.16758101431668	35	"MHb4/LHb3: 1.168"	"Habenula_neuronal"
"Dpysl2"	"MHb4"	3.11054986776249	"LHb5"	2.68515762212212	1.15842356595222	36	"MHb4/LHb5: 1.158"	"Habenula_neuronal"
"Gsk3b"	"MHb4"	1.97291954822533	"LHb6"	1.70425453692217	1.15764371194714	37	"MHb4/LHb6: 1.158"	"Habenula_neuronal"
"Skp1a"	"MHb4"	1.21298104677164	"LHb6"	1.06163979540634	1.14255423734128	38	"MHb4/LHb6: 1.143"	"Habenula_neuronal"
"Gnl3l"	"MHb4"	1.46118529245895	"LHb6"	1.28029560400786	1.14128744009182	39	"MHb4/LHb6: 1.141"	"Habenula_neuronal"
"Ap2a2"	"MHb4"	1.49283264247584	"MHb5"	1.33025717196962	1.12221356436328	40	"MHb4/MHb5: 1.122"	"Habenula_neuronal"
"St13"	"MHb4"	1.54550424016415	"LHb6"	1.4425500392529	1.07136958726546	41	"MHb4/LHb6: 1.071"	"Habenula_neuronal"
"Pcnp"	"MHb4"	1.32459340632123	"LHb6"	1.27016104520346	1.0428546925788	42	"MHb4/LHb6: 1.043"	"Habenula_neuronal"
"Srsf2"	"MHb4"	1.14537438481163	"LHb2"	1.09901361185768	1.04218398430533	43	"MHb4/LHb2: 1.042"	"Habenula_neuronal"
"Hnrnpa1"	"MHb4"	1.39038846490247	"LHb5"	1.34670356719782	1.03243839161691	44	"MHb4/LHb5: 1.032"	"Habenula_neuronal"
"Ost4"	"MHb4"	0.814033501151038	"MHb1"	0.793105177145621	1.02638782926716	45	"MHb4/MHb1: 1.026"	"Habenula_neuronal"
"Slc24a5"	"MHb4"	0.758891544290936	"LHb2"	0.741642839577462	1.02325742769026	46	"MHb4/LHb2: 1.023"	"Habenula_neuronal"
"Scn2b"	"MHb4"	1.84514447037418	"MHb3"	1.81152900958805	1.01855640213776	47	"MHb4/MHb3: 1.019"	"Habenula_neuronal"
"Golga7b"	"MHb4"	0.827637210082512	"MHb3"	0.8129807248203	1.01802808457169	48	"MHb4/MHb3: 1.018"	"Habenula_neuronal"
"Atp5j2"	"MHb4"	1.45534763846294	"LHb6"	1.44273102928112	1.00874494893765	49	"MHb4/LHb6: 1.009"	"Habenula_neuronal"
"R3hdm4"	"MHb4"	0.695409471779199	"MHb3"	0.697066429421467	0.997622955901573	50	"MHb4/MHb3: 0.998"	"Habenula_neuronal"
"Hsbp1"	"MHb4"	0.873307703377248	"LHb1"	0.880767675539032	0.991530147655318	51	"MHb4/LHb1: 0.992"	"Habenula_neuronal"
"Lbh"	"MHb4"	1.01687774844994	"MHb3"	1.02733097934961	0.989824865491459	52	"MHb4/MHb3: 0.99"	"Habenula_neuronal"
"Bola3"	"MHb4"	0.790947637204743	"LHb6"	0.803297604454844	0.984625913009559	53	"MHb4/LHb6: 0.985"	"Habenula_neuronal"
"Tmsb4x"	"MHb4"	4.0478714060332	"MHb1"	4.11624711712083	0.983388822599296	54	"MHb4/MHb1: 0.983"	"Habenula_neuronal"
"H3f3b"	"MHb4"	1.64304722905852	"MHb1"	1.67752482113791	0.979447343106372	55	"MHb4/MHb1: 0.979"	"Habenula_neuronal"
"Akr1a1"	"MHb4"	1.13531629095579	"MHb1"	1.16074630189484	0.978091671799826	56	"MHb4/MHb1: 0.978"	"Habenula_neuronal"
"Gm10076"	"MHb4"	1.42370722784449	"MHb1"	1.46226118283837	0.973634015970358	57	"MHb4/MHb1: 0.974"	"Habenula_neuronal"
"Ndufs6"	"MHb4"	1.34479040986458	"MHb3"	1.38603407743118	0.970243395715755	58	"MHb4/MHb3: 0.97"	"Habenula_neuronal"
"Arglu1"	"MHb4"	0.971981761989202	"LHb4"	1.003537768689	0.968555237596071	59	"MHb4/LHb4: 0.969"	"Habenula_neuronal"
"D8Ertd738e"	"MHb4"	1.2131333114175	"MHb3"	1.26790204058169	0.956803658791292	60	"MHb4/MHb3: 0.957"	"Habenula_neuronal"
"Atp5j"	"MHb4"	1.83593540727046	"MHb3"	1.92395062752384	0.954252869593304	61	"MHb4/MHb3: 0.954"	"Habenula_neuronal"
"Cdk14"	"MHb4"	1.54190231401387	"MHb3"	1.61634045368764	0.953946497160338	62	"MHb4/MHb3: 0.954"	"Habenula_neuronal"
"Ptma"	"MHb4"	1.86859273521168	"MHb5"	1.95952852193264	0.953593027249602	63	"MHb4/MHb5: 0.954"	"Habenula_neuronal"
"Rpl41"	"MHb4"	4.59354551486747	"MHb1"	4.81726242539571	0.953559326693757	64	"MHb4/MHb1: 0.954"	"Habenula_neuronal"
"Mllt11"	"MHb4"	1.27136292000957	"MHb3"	1.33932085625017	0.949259405673059	65	"MHb4/MHb3: 0.949"	"Habenula_neuronal"
"Atp5e"	"MHb4"	1.87268413132406	"MHb1"	1.98147969732889	0.945093777063931	66	"MHb4/MHb1: 0.945"	"Habenula_neuronal"
"Pou4f1"	"MHb4"	1.8227865321102	"LHb6"	1.93085227608145	0.944032101621694	67	"MHb4/LHb6: 0.944"	"Habenula_neuronal"
"Pcp4"	"MHb4"	5.95124464496433	"MHb1"	6.32070799211762	0.941547157752892	68	"MHb4/MHb1: 0.942"	"Habenula_neuronal"
"Chchd2"	"MHb4"	2.04800486542313	"MHb1"	2.18886486902415	0.935647007910623	69	"MHb4/MHb1: 0.936"	"Habenula_neuronal"
"Atp5k"	"MHb4"	1.81443745889174	"LHb6"	1.93953636364525	0.935500613910432	70	"MHb4/LHb6: 0.936"	"Habenula_neuronal"
"Shank1"	"MHb4"	1.21432217534322	"MHb3"	1.29808796573175	0.935469865987616	71	"MHb4/MHb3: 0.935"	"Habenula_neuronal"
"Ftl1"	"MHb4"	2.31619612619469	"MHb2"	2.47933463541192	0.934200689617629	72	"MHb4/MHb2: 0.934"	"Habenula_neuronal"
"Minos1"	"MHb4"	1.117559888631	"MHb3"	1.19678754774457	0.933799729732418	73	"MHb4/MHb3: 0.934"	"Habenula_neuronal"
"Oaz1"	"MHb4"	2.75919571269497	"MHb5"	2.95610393573124	0.933389276115705	74	"MHb4/MHb5: 0.933"	"Habenula_neuronal"
"Cox8a"	"MHb4"	3.14105890250964	"MHb3"	3.36940943507134	0.932228321620739	75	"MHb4/MHb3: 0.932"	"Habenula_neuronal"
"Sepw1"	"MHb4"	2.7079896383632	"MHb2"	2.91459186345119	0.929114526229635	76	"MHb4/MHb2: 0.929"	"Habenula_neuronal"
"Rpl37"	"MHb4"	3.65744629803596	"MHb1"	3.94765587494186	0.926485593957661	77	"MHb4/MHb1: 0.926"	"Habenula_neuronal"
"Cox6b1"	"MHb4"	1.73128832256412	"LHb6"	1.87266711237732	0.924504046192322	78	"MHb4/LHb6: 0.925"	"Habenula_neuronal"
"Cox4i1"	"MHb4"	2.46396955404113	"LHb6"	2.66795361944594	0.923542874239633	79	"MHb4/LHb6: 0.924"	"Habenula_neuronal"
"Rpl32"	"MHb4"	2.95672063890806	"LHb5"	3.20221705930338	0.923335484182097	80	"MHb4/LHb5: 0.923"	"Habenula_neuronal"
"Nr4a2"	"MHb4"	1.85942506673306	"MHb1"	2.01615666546304	0.922262192509736	81	"MHb4/MHb1: 0.922"	"Habenula_neuronal"
"Rps13"	"MHb4"	2.05376551800205	"MHb1"	2.22739934754535	0.922046385739203	82	"MHb4/MHb1: 0.922"	"Habenula_neuronal"
"Cxx1b"	"MHb4"	1.63279568559926	"MHb3"	1.77408788756797	0.92035783404034	83	"MHb4/MHb3: 0.92"	"Habenula_neuronal"
"Ndufa5"	"MHb4"	1.44762041486322	"MHb1"	1.57520105270845	0.919006759406448	84	"MHb4/MHb1: 0.919"	"Habenula_neuronal"
"Set"	"MHb4"	1.46332179535944	"LHb1"	1.59586443329307	0.916946179657554	85	"MHb4/LHb1: 0.917"	"Habenula_neuronal"
"Smdt1"	"MHb4"	1.39923863104825	"MHb5"	1.52779493715787	0.915854999265297	86	"MHb4/MHb5: 0.916"	"Habenula_neuronal"
"Serf2"	"MHb4"	1.64928444404518	"MHb3"	1.80604672008087	0.913201428128797	87	"MHb4/MHb3: 0.913"	"Habenula_neuronal"
"Rps29"	"MHb4"	4.10142482877916	"MHb1"	4.49584441374381	0.912270188052124	88	"MHb4/MHb1: 0.912"	"Habenula_neuronal"
"Rpl13a"	"MHb4"	3.55491200620472	"MHb1"	3.89829392072486	0.911914821841785	89	"MHb4/MHb1: 0.912"	"Habenula_neuronal"
"Cox7c"	"MHb4"	2.36046569801527	"LHb6"	2.58943291276846	0.911576309382583	90	"MHb4/LHb6: 0.912"	"Habenula_neuronal"
"Deb1"	"MHb4"	0.732229277458525	"LHb6"	0.803777113415564	0.910985477487653	91	"MHb4/LHb6: 0.911"	"Habenula_neuronal"
"Uqcrh"	"MHb4"	2.44735807946178	"MHb1"	2.68685579692081	0.910863203848342	92	"MHb4/MHb1: 0.911"	"Habenula_neuronal"
"Rsrc2"	"MHb4"	0.710328474174591	"MHb3"	0.78006711974322	0.910599173066563	93	"MHb4/MHb3: 0.911"	"Habenula_neuronal"
"Nrn1"	"MHb4"	1.79234023893342	"MHb3"	1.97185146324573	0.908963110224932	94	"MHb4/MHb3: 0.909"	"Habenula_neuronal"
"Hmgn3"	"MHb4"	0.952679180321161	"MHb5"	1.04892048296698	0.908247284509509	95	"MHb4/MHb5: 0.908"	"Habenula_neuronal"
"Rpl29"	"MHb4"	1.66453926425774	"MHb1"	1.83308639527799	0.908052816575135	96	"MHb4/MHb1: 0.908"	"Habenula_neuronal"
"Csnk1a1"	"MHb4"	0.812159136800707	"MHb3"	0.898077812276558	0.90433047749164	97	"MHb4/MHb3: 0.904"	"Habenula_neuronal"
"Ywhaz"	"MHb4"	1.70822724878479	"MHb2"	1.89017942144597	0.903738147502429	98	"MHb4/MHb2: 0.904"	"Habenula_neuronal"
"Fam174a"	"MHb4"	0.782764387076686	"MHb2"	0.866712529282426	0.903141884570143	99	"MHb4/MHb2: 0.903"	"Habenula_neuronal"
"Atp5h"	"MHb4"	1.10259846204808	"LHb6"	1.22271444302101	0.901762850959582	100	"MHb4/LHb6: 0.902"	"Habenula_neuronal"
"Cck"	"MHb5"	2.0758662740786	"LHb2"	0.392998379468386	5.28212425935866	1	"MHb5/LHb2: 5.282"	"Habenula_neuronal"
"6330403A02Rik"	"MHb5"	0.694529736289669	"LHb3"	0.134356422404699	5.16930805285701	2	"MHb5/LHb3: 5.169"	"Habenula_neuronal"
"Tmem158"	"MHb5"	0.609459856280939	"LHb3"	0.205581429736413	2.96456667833452	3	"MHb5/LHb3: 2.965"	"Habenula_neuronal"
"Tac1"	"MHb5"	0.940712222954357	"MHb1"	0.408710172464248	2.30166089892623	4	"MHb5/MHb1: 2.302"	"Habenula_neuronal"
"Ppp1r1a"	"MHb5"	0.914972958868182	"LHb1"	0.409375028743671	2.23504829221298	5	"MHb5/LHb1: 2.235"	"Habenula_neuronal"
"Sncg"	"MHb5"	1.23103785059072	"LHb5"	0.573006922911047	2.14838215974194	6	"MHb5/LHb5: 2.148"	"Habenula_neuronal"
"Kcng4"	"MHb5"	1.22991386783009	"MHb1"	0.60416120452571	2.03573791004278	7	"MHb5/MHb1: 2.036"	"Habenula_neuronal"
"Pou6f2"	"MHb5"	0.622239389013057	"LHb1"	0.327033742251937	1.90267641720499	8	"MHb5/LHb1: 1.903"	"Habenula_neuronal"
"Sox4"	"MHb5"	0.932066453281058	"MHb2"	0.555013549601409	1.67935801558437	9	"MHb5/MHb2: 1.679"	"Habenula_neuronal"
"Adcyap1"	"MHb5"	0.774129984996867	"LHb5"	0.468842293579528	1.65115220106642	10	"MHb5/LHb5: 1.651"	"Habenula_neuronal"
"Rspo3"	"MHb5"	0.607167296513273	"MHb6"	0.368665330220498	1.64693353766173	11	"MHb5/MHb6: 1.647"	"Habenula_neuronal"
"Cnr1"	"MHb5"	0.780554994546606	"MHb2"	0.521067385421338	1.49799242168159	12	"MHb5/MHb2: 1.498"	"Habenula_neuronal"
"Calb1"	"MHb5"	1.12492408731668	"LHb5"	0.765598985636408	1.46933852894487	13	"MHb5/LHb5: 1.469"	"Habenula_neuronal"
"Ccdc141"	"MHb5"	0.610048652179789	"MHb2"	0.424837838484561	1.43595649190734	14	"MHb5/MHb2: 1.436"	"Habenula_neuronal"
"Ngb"	"MHb5"	0.708307087259377	"LHb3"	0.50125177874305	1.41307645637796	15	"MHb5/LHb3: 1.413"	"Habenula_neuronal"
"Syt13"	"MHb5"	1.13827291635936	"MHb2"	0.820001913703146	1.38813446327081	16	"MHb5/MHb2: 1.388"	"Habenula_neuronal"
"Btg1"	"MHb5"	1.05718775178946	"MHb1"	0.771010954017448	1.37117085857322	17	"MHb5/MHb1: 1.371"	"Habenula_neuronal"
"Calb2"	"MHb5"	2.23325410540048	"LHb1"	1.6486066391954	1.35463127001018	18	"MHb5/LHb1: 1.355"	"Habenula_neuronal"
"Tac2"	"MHb5"	2.03562753254707	"MHb6"	1.5105969980984	1.34756492638977	19	"MHb5/MHb6: 1.348"	"Habenula_neuronal"
"Sox5"	"MHb5"	0.722356538771907	"MHb2"	0.538632365933554	1.34109382290818	20	"MHb5/MHb2: 1.341"	"Habenula_neuronal"
"Lrrc4c"	"MHb5"	0.858529290766477	"MHb3"	0.645958726335682	1.32907762642459	21	"MHb5/MHb3: 1.329"	"Habenula_neuronal"
"Marcksl1"	"MHb5"	0.843988926562241	"LHb5"	0.639430421007205	1.31990737199025	22	"MHb5/LHb5: 1.32"	"Habenula_neuronal"
"Amotl1"	"MHb5"	0.801859397062855	"MHb1"	0.615943696597095	1.30183879061169	23	"MHb5/MHb1: 1.302"	"Habenula_neuronal"
"Jund"	"MHb5"	0.686106457525551	"MHb1"	0.535718871854533	1.28072109005683	24	"MHb5/MHb1: 1.281"	"Habenula_neuronal"
"Abhd11os"	"MHb5"	0.894938224333078	"MHb2"	0.70241737511561	1.27408326735337	25	"MHb5/MHb2: 1.274"	"Habenula_neuronal"
"Sh3bgrl3"	"MHb5"	0.843601074861139	"MHb1"	0.667852645781721	1.26315450000756	26	"MHb5/MHb1: 1.263"	"Habenula_neuronal"
"Snhg12"	"MHb5"	0.734167142381193	"MHb1"	0.583386118416836	1.258458367802	27	"MHb5/MHb1: 1.258"	"Habenula_neuronal"
"Celf6"	"MHb5"	0.726876537231404	"MHb1"	0.582385958265595	1.24810106925675	28	"MHb5/MHb1: 1.248"	"Habenula_neuronal"
"Gucy1a3"	"MHb5"	1.68654016447494	"MHb3"	1.35484748673435	1.24481919993821	29	"MHb5/MHb3: 1.245"	"Habenula_neuronal"
"Pcdh9"	"MHb5"	1.13026130160947	"MHb1"	0.922717498042341	1.22492670184261	30	"MHb5/MHb1: 1.225"	"Habenula_neuronal"
"Sub1"	"MHb5"	1.12705883425698	"LHb5"	0.932723030481997	1.20835317390476	31	"MHb5/LHb5: 1.208"	"Habenula_neuronal"
"Sptssa"	"MHb5"	0.871364837609178	"LHb5"	0.723278165915326	1.20474373300962	32	"MHb5/LHb5: 1.205"	"Habenula_neuronal"
"2700060E02Rik"	"MHb5"	0.796962823248689	"LHb5"	0.669484799862132	1.19041212498448	33	"MHb5/LHb5: 1.19"	"Habenula_neuronal"
"Hmgn1"	"MHb5"	1.34006004722292	"LHb5"	1.13076937709703	1.18508696323488	34	"MHb5/LHb5: 1.185"	"Habenula_neuronal"
"Zic5"	"MHb5"	0.858341997204022	"MHb1"	0.725854985766302	1.18252545485769	35	"MHb5/MHb1: 1.183"	"Habenula_neuronal"
"Gm2694"	"MHb5"	0.847677886143128	"LHb1"	0.73501528753962	1.15327925896703	36	"MHb5/LHb1: 1.153"	"Habenula_neuronal"
"Marcks"	"MHb5"	1.66915904814475	"MHb2"	1.45288707721445	1.14885669665736	37	"MHb5/MHb2: 1.149"	"Habenula_neuronal"
"Hspa8"	"MHb5"	1.70218251987288	"LHb5"	1.48354937410952	1.14737166795989	38	"MHb5/LHb5: 1.147"	"Habenula_neuronal"
"Mrps33"	"MHb5"	0.747914001649551	"MHb3"	0.655366054041615	1.14121565655895	39	"MHb5/MHb3: 1.141"	"Habenula_neuronal"
"Hcfc1r1"	"MHb5"	0.711769330291835	"MHb1"	0.623970959714227	1.14070906539916	40	"MHb5/MHb1: 1.141"	"Habenula_neuronal"
"Eif3e"	"MHb5"	0.743886439361857	"MHb1"	0.672688423884501	1.10584100000743	41	"MHb5/MHb1: 1.106"	"Habenula_neuronal"
"Itm2c"	"MHb5"	2.1531560308823	"LHb6"	1.95250786230819	1.10276433321856	42	"MHb5/LHb6: 1.103"	"Habenula_neuronal"
"Rpl22"	"MHb5"	1.12159435117756	"LHb5"	1.01982986098042	1.09978575259535	43	"MHb5/LHb5: 1.1"	"Habenula_neuronal"
"Eif3f"	"MHb5"	1.32477974269209	"MHb1"	1.210720090497	1.09420811060322	44	"MHb5/MHb1: 1.094"	"Habenula_neuronal"
"Sec61b"	"MHb5"	0.617752153664825	"MHb1"	0.565600686002194	1.09220545334068	45	"MHb5/MHb1: 1.092"	"Habenula_neuronal"
"Med28"	"MHb5"	0.792305484611168	"MHb1"	0.728949837070625	1.08691359037152	46	"MHb5/MHb1: 1.087"	"Habenula_neuronal"
"Phip"	"MHb5"	0.706047728701429	"MHb2"	0.650680390663626	1.08509145016855	47	"MHb5/MHb2: 1.085"	"Habenula_neuronal"
"Rab28"	"MHb5"	0.624679892815929	"MHb2"	0.575865880892678	1.08476628594072	48	"MHb5/MHb2: 1.085"	"Habenula_neuronal"
"Sec61g"	"MHb5"	1.22847185623145	"MHb1"	1.13386047463904	1.0834418199669	49	"MHb5/MHb1: 1.083"	"Habenula_neuronal"
"Syt6"	"MHb5"	1.24524362923648	"MHb1"	1.15368052034334	1.07936608729936	50	"MHb5/MHb1: 1.079"	"Habenula_neuronal"
"Nhlh2"	"MHb5"	1.13241803950381	"LHb5"	1.05370345677308	1.07470278494843	51	"MHb5/LHb5: 1.075"	"Habenula_neuronal"
"Tnr"	"MHb5"	0.778127619412851	"MHb1"	0.7252805153687	1.0728643647862	52	"MHb5/MHb1: 1.073"	"Habenula_neuronal"
"Hmgn3"	"MHb5"	1.04892048296698	"LHb5"	0.983404850303617	1.06662122181229	53	"MHb5/LHb5: 1.067"	"Habenula_neuronal"
"Zfos1"	"MHb5"	2.001066208201	"LHb5"	1.87808320117386	1.06548325811672	54	"MHb5/LHb5: 1.065"	"Habenula_neuronal"
"Rpl30"	"MHb5"	2.54636149763859	"MHb1"	2.3989808926939	1.06143467227836	55	"MHb5/MHb1: 1.061"	"Habenula_neuronal"
"H3f3a"	"MHb5"	0.919273503241115	"MHb2"	0.867355739559429	1.05985752017743	56	"MHb5/MHb2: 1.06"	"Habenula_neuronal"
"Mtss1"	"MHb5"	0.755261173836413	"MHb1"	0.714711125534479	1.05673627687216	57	"MHb5/MHb1: 1.057"	"Habenula_neuronal"
"Rpl10-ps3"	"MHb5"	0.678477122628375	"MHb1"	0.647107693257064	1.04847636598697	58	"MHb5/MHb1: 1.048"	"Habenula_neuronal"
"Txn2"	"MHb5"	0.691388917561974	"MHb3"	0.663455728953724	1.04210256598779	59	"MHb5/MHb3: 1.042"	"Habenula_neuronal"
"Eef1g"	"MHb5"	2.52491736530662	"MHb1"	2.42871583032861	1.03961004156052	60	"MHb5/MHb1: 1.04"	"Habenula_neuronal"
"Cox7a2l"	"MHb5"	1.93240735822142	"MHb1"	1.86126105080573	1.03822478710597	61	"MHb5/MHb1: 1.038"	"Habenula_neuronal"
"Rps15a"	"MHb5"	2.86127685422022	"MHb1"	2.75958286025124	1.03685121959328	62	"MHb5/MHb1: 1.037"	"Habenula_neuronal"
"Naca"	"MHb5"	1.96805791064544	"MHb1"	1.90330062558334	1.034023676655	63	"MHb5/MHb1: 1.034"	"Habenula_neuronal"
"Rpl6"	"MHb5"	3.3423570828424	"LHb5"	3.2334090701386	1.03369447240993	64	"MHb5/LHb5: 1.034"	"Habenula_neuronal"
"Smdt1"	"MHb5"	1.52779493715787	"MHb3"	1.47828579718421	1.03349091229041	65	"MHb5/MHb3: 1.033"	"Habenula_neuronal"
"Papola"	"MHb5"	0.570486195580841	"MHb3"	0.552750842341548	1.03208561956082	66	"MHb5/MHb3: 1.032"	"Habenula_neuronal"
"Rpl10"	"MHb5"	3.53531405248283	"MHb1"	3.44238410910735	1.02699580884353	67	"MHb5/MHb1: 1.027"	"Habenula_neuronal"
"Rps9"	"MHb5"	2.67727702358162	"MHb1"	2.60891898499323	1.02620167164316	68	"MHb5/MHb1: 1.026"	"Habenula_neuronal"
"Rps3"	"MHb5"	3.01304809497246	"MHb1"	2.93799850689963	1.02554446093032	69	"MHb5/MHb1: 1.026"	"Habenula_neuronal"
"Oaz1"	"MHb5"	2.95610393573124	"MHb1"	2.88534113332627	1.02452493453465	70	"MHb5/MHb1: 1.025"	"Habenula_neuronal"
"Necab2"	"MHb5"	2.67627627241269	"MHb1"	2.612623343455	1.02436360722151	71	"MHb5/MHb1: 1.024"	"Habenula_neuronal"
"Coa3"	"MHb5"	0.786941100799343	"LHb6"	0.77001015193569	1.02198795538097	72	"MHb5/LHb6: 1.022"	"Habenula_neuronal"
"Rps11"	"MHb5"	3.25569091812042	"MHb1"	3.18568856163688	1.02197401131	73	"MHb5/MHb1: 1.022"	"Habenula_neuronal"
"Rpl9"	"MHb5"	3.66347948969657	"MHb1"	3.58493614215245	1.021909273814	74	"MHb5/MHb1: 1.022"	"Habenula_neuronal"
"Nedd4"	"MHb5"	1.09782816431431	"MHb3"	1.07651210478843	1.01980104025869	75	"MHb5/MHb3: 1.02"	"Habenula_neuronal"
"Rpl23"	"MHb5"	3.27742115589439	"MHb1"	3.21528255135253	1.01932601678062	76	"MHb5/MHb1: 1.019"	"Habenula_neuronal"
"Lsm6"	"MHb5"	0.817542784591916	"MHb1"	0.802063792181315	1.01929895422471	77	"MHb5/MHb1: 1.019"	"Habenula_neuronal"
"Rpl18"	"MHb5"	1.63342818913077	"LHb5"	1.60295165237463	1.01901276105926	78	"MHb5/LHb5: 1.019"	"Habenula_neuronal"
"Rps4x"	"MHb5"	3.07533475625241	"MHb1"	3.02087148487904	1.01802899317167	79	"MHb5/MHb1: 1.018"	"Habenula_neuronal"
"Rplp2"	"MHb5"	2.55581359184723	"MHb1"	2.51462901958602	1.01637799132215	80	"MHb5/MHb1: 1.016"	"Habenula_neuronal"
"Eef1a1"	"MHb5"	3.84323569071101	"MHb1"	3.78144823454556	1.01633962765932	81	"MHb5/MHb1: 1.016"	"Habenula_neuronal"
"Tmem234"	"MHb5"	0.720482873522828	"MHb1"	0.709161609273011	1.01596429375446	82	"MHb5/MHb1: 1.016"	"Habenula_neuronal"
"Rpl21"	"MHb5"	3.46384384026843	"LHb3"	3.41009441729901	1.01576185770598	83	"MHb5/LHb3: 1.016"	"Habenula_neuronal"
"Rpl35a"	"MHb5"	3.6465188230861	"MHb1"	3.59122325078965	1.01539741988591	84	"MHb5/MHb1: 1.015"	"Habenula_neuronal"
"Srsf3"	"MHb5"	0.971384327663214	"LHb6"	0.957451967672338	1.01455149758034	85	"MHb5/LHb6: 1.015"	"Habenula_neuronal"
"Rpl24"	"MHb5"	3.10425588570694	"MHb1"	3.06160898217192	1.01392957225542	86	"MHb5/MHb1: 1.014"	"Habenula_neuronal"
"Eef1b2"	"MHb5"	1.00921073127731	"MHb1"	0.995978076533495	1.0132860903825	87	"MHb5/MHb1: 1.013"	"Habenula_neuronal"
"Rpl26"	"MHb5"	3.59145598012172	"MHb1"	3.54480307551613	1.01316092984906	88	"MHb5/MHb1: 1.013"	"Habenula_neuronal"
"Cntnap2"	"MHb5"	1.23683662444867	"MHb3"	1.22148618885168	1.01256701527786	89	"MHb5/MHb3: 1.013"	"Habenula_neuronal"
"Rpl13"	"MHb5"	3.79245229945148	"MHb1"	3.74845155854132	1.01173837789364	90	"MHb5/MHb1: 1.012"	"Habenula_neuronal"
"Rps3a1"	"MHb5"	3.31202436373484	"MHb1"	3.27516753530855	1.0112534177348	91	"MHb5/MHb1: 1.011"	"Habenula_neuronal"
"Rps24"	"MHb5"	3.27525715361541	"MHb1"	3.24293566469902	1.00996673762857	92	"MHb5/MHb1: 1.01"	"Habenula_neuronal"
"Bri3"	"MHb5"	1.02677870971219	"MHb2"	1.01802448994483	1.00859922315605	93	"MHb5/MHb2: 1.009"	"Habenula_neuronal"
"Ptma"	"MHb5"	1.95952852193264	"MHb2"	1.94495290625893	1.00749407125839	94	"MHb5/MHb2: 1.007"	"Habenula_neuronal"
"Rpl14"	"MHb5"	3.29044255260684	"MHb1"	3.26930680422442	1.00646490208723	95	"MHb5/MHb1: 1.006"	"Habenula_neuronal"
"Guk1"	"MHb5"	0.919239328878579	"LHb1"	0.916775928132939	1.00268702598972	96	"MHb5/LHb1: 1.003"	"Habenula_neuronal"
"Rps8"	"MHb5"	4.13705345067139	"MHb1"	4.12629667305727	1.00260688420306	97	"MHb5/MHb1: 1.003"	"Habenula_neuronal"
"Rps10"	"MHb5"	2.22625878702388	"LHb5"	2.22132780465666	1.0022198355222	98	"MHb5/LHb5: 1.002"	"Habenula_neuronal"
"Hsp90ab1"	"MHb5"	2.08991238382447	"MHb1"	2.08532027938758	1.00220210990239	99	"MHb5/MHb1: 1.002"	"Habenula_neuronal"
"Rps6"	"MHb5"	3.27764769133753	"MHb1"	3.27238464227786	1.00160832225884	100	"MHb5/MHb1: 1.002"	"Habenula_neuronal"
"Ptprn"	"LHb4"	1.16759662218067	"LHb5"	0.899730745508826	1.29771782059127	1	"LHb4/LHb5: 1.298"	"Habenula_neuronal"
"Spock3"	"LHb4"	1.14030828489246	"LHb6"	0.901112897117539	1.26544441716466	2	"LHb4/LHb6: 1.265"	"Habenula_neuronal"
"Tmx2"	"LHb4"	1.18632823578192	"LHb1"	0.95088867350314	1.2475995022755	3	"LHb4/LHb1: 1.248"	"Habenula_neuronal"
"Cisd1"	"LHb4"	1.24760927827204	"MHb6"	1.06287453402621	1.17380672725881	4	"LHb4/MHb6: 1.174"	"Habenula_neuronal"
"Srsf5"	"LHb4"	1.07353461847274	"LHb2"	0.933411954831264	1.15011877972659	5	"LHb4/LHb2: 1.15"	"Habenula_neuronal"
"Rtn4"	"LHb4"	1.8718104069345	"LHb6"	1.66862854706718	1.12176578197972	6	"LHb4/LHb6: 1.122"	"Habenula_neuronal"
"Canx"	"LHb4"	1.81659277533694	"MHb6"	1.62107078135732	1.12061286664849	7	"LHb4/MHb6: 1.121"	"Habenula_neuronal"
"Ndufa3"	"LHb4"	1.64296253143782	"LHb6"	1.47828703830098	1.11139615573313	8	"LHb4/LHb6: 1.111"	"Habenula_neuronal"
"Ogt"	"LHb4"	1.86601521341328	"LHb2"	1.67914121881067	1.11129141045979	9	"LHb4/LHb2: 1.111"	"Habenula_neuronal"
"Nrxn2"	"LHb4"	1.7227940434069	"LHb2"	1.55967758107999	1.10458345000635	10	"LHb4/LHb2: 1.105"	"Habenula_neuronal"
"Tenm1"	"LHb4"	1.23330864555582	"LHb2"	1.12297003470853	1.09825605976737	11	"LHb4/LHb2: 1.098"	"Habenula_neuronal"
"Atp1b1"	"LHb4"	3.16263179570758	"LHb2"	2.91960835257391	1.08323837096829	12	"LHb4/LHb2: 1.083"	"Habenula_neuronal"
